OBJECTID,org_name,Name,addrln1,addrln2,city,state,url,zip,link,latitude,longitude
63014,,LA County Library - Claremont Library,208 N Harvard Ave,,Claremont,CA,https://lacountylibrary.org/claremont-library/,91711,http://egis3.lacounty.gov/lms/?p=70499,34.09592108,-117.7160012
63018,,LA County Library - Clifton M. Brakensiek Library,9945 E Flower St,,Bellflower,CA,https://lacountylibrary.org/clifton-m-brakensiek-library/,90706,http://egis3.lacounty.gov/lms/?p=70500,33.88215385,-118.1219033
63022,,LA County Library - Compton Library,240 W Compton Blvd,,Compton,CA,https://lacountylibrary.org/compton-library/,90220,http://egis3.lacounty.gov/lms/?p=70501,33.89554066,-118.2256979
63024,,LA County Library - Cudahy Library,5218 Santa Ana St,,Cudahy,CA,https://lacountylibrary.org/cudahy-library/,90201,http://egis3.lacounty.gov/lms/?p=70502,33.95937902,-118.1747498
63027,,LA County Library - Culver City Julian Dixon Library,4975 Overland Ave.,,Culver City,CA,https://lacountylibrary.org/culver-city-julian-dixon-library/,90230,http://egis3.lacounty.gov/lms/?p=70503,34.0075039,-118.3971495
63029,,LA County Library - Diamond Bar Library,21800 Copley Dr,,Diamond Bar,CA,https://lacountylibrary.org/diamond-bar-library/,91765,http://egis3.lacounty.gov/lms/?p=70504,33.99957682,-117.8308345
63033,,"LA County Library - Dr. Martin Luther King, Jr. Library",17906 S Avalon Blvd,,Carson,CA,https://lacountylibrary.org/dr-martin-luther-king-jr-library/,90746,http://egis3.lacounty.gov/lms/?p=70505,33.86774891,-118.2656147
63035,,LA County Library - Duarte Library,1301 Buena Vista St,,Duarte,CA,https://lacountylibrary.org/duarte-library/,91010,http://egis3.lacounty.gov/lms/?p=70506,34.13813131,-117.9780765
63039,,LA County Library - East Los Angeles Library,4837 E 3rd St,,Los Angeles,CA,https://lacountylibrary.org/east-los-angeles-library/,90022,http://egis3.lacounty.gov/lms/?p=70507,34.03401925,-118.159911
63044,,LA County Library - East Rancho Dominguez Library,4420 E Rose St,,East Rancho Dominguez,CA,https://lacountylibrary.org/east-rancho-dominguez-library/,90221,http://egis3.lacounty.gov/lms/?p=70508,33.89388113,-118.1934923
63047,,LA County Library - El Camino Real Library,4264 E Whittier Blvd,,Los Angeles,CA,https://lacountylibrary.org/el-camino-real-library/,90023,http://egis3.lacounty.gov/lms/?p=70509,34.02374516,-118.1777691
63049,,LA County Library - El Monte Library,3224 Tyler Ave,,El Monte,CA,https://lacountylibrary.org/el-monte-library/,91731,http://egis3.lacounty.gov/lms/?p=70510,34.06707296,-118.0355803
63054,,LA County Library - Florence Express Library,7600 Graham Ave,,Los Angeles,CA,https://lacountylibrary.org/florence-library/,90001,http://egis3.lacounty.gov/lms/?p=70511,33.97453202,-118.245088
63057,,LA County Library - Gardena Mayme Dear Library,1731 W Gardena Blvd,,Gardena,CA,https://lacountylibrary.org/gardena-mayme-dear-library/,90247,http://egis3.lacounty.gov/lms/?p=70512,33.88221402,-118.3075689
63060,,"LA County Library - George Nye, Jr. Library",6600 Del  Amo Blvd,,Lakewood,CA,https://lacountylibrary.org/george-nye-jr-library/,90713,http://egis3.lacounty.gov/lms/?p=70513,33.84642604,-118.10327804
63065,,LA County Library - Graham Library,1900 E Firestone Blvd,,Los Angeles,CA,https://lacountylibrary.org/graham-library/,90001,http://egis3.lacounty.gov/lms/?p=70514,33.95994491,-118.2383523
63067,,LA County Library - Hacienda Heights Library,16010 La  Monde St,,Hacienda Heights,CA,https://lacountylibrary.org/hacienda-heights-library/,91745,http://egis3.lacounty.gov/lms/?p=70515,33.99354901,-117.96411167
63069,,LA County Library - Hawaiian Gardens Library,11940 Carson St,,Hawaiian Gardens,CA,https://lacountylibrary.org/hawaiian-gardens-library/,90716,http://egis3.lacounty.gov/lms/?p=70516,33.83125915,-118.07799367
63073,,LA County Library - Hawthorne Library,12700 Grevillea Ave,,Hawthorne,CA,https://lacountylibrary.org/hawthorne-library/,90250,http://egis3.lacounty.gov/lms/?p=70517,33.91722296,-118.354335
63075,,LA County Library - Hermosa Beach Library,550 Pier Ave,,Hermosa Beach,CA,https://lacountylibrary.org/hermosa-beach-library/,90254,http://egis3.lacounty.gov/lms/?p=70518,33.86444976,-118.3959455
63077,,LA County Library - Hollydale Library,12000 S Garfield Ave,,South Gate,CA,https://lacountylibrary.org/hollydale-library/,90280,http://egis3.lacounty.gov/lms/?p=70519,33.91771616,-118.1685961
63079,,LA County Library - Huntington Park Library,6518 Miles Ave,,Huntington Park,CA,https://lacountylibrary.org/huntington-park-library/,90255,http://egis3.lacounty.gov/lms/?p=70520,33.98034887,-118.2186865
63081,,LA County Library - La Canada Flintridge Library,4545 N Oakwood Ave,,La Canada Flintridge,CA,https://lacountylibrary.org/la-canada-flintridge-library/,91011,http://egis3.lacounty.gov/lms/?p=70521,34.20276641,-118.1942017
63084,,LA County Library - La Crescenta Library,2809 Foothill Blvd,,La Crescenta,CA,https://lacountylibrary.org/la-crescenta-library/,91214,http://egis3.lacounty.gov/lms/?p=70522,34.22430839,-118.240081
63086,,LA County Library - La Mirada Library,13800 La Mirada Blvd,,La Mirada,CA,https://lacountylibrary.org/la-mirada-library/,90638,http://egis3.lacounty.gov/lms/?p=70523,33.90637299,-118.01032484
63090,,LA County Library - La Puente Library,15920 E Central Ave,,La Puente,CA,https://lacountylibrary.org/la-puente-library/,91744,http://egis3.lacounty.gov/lms/?p=70524,34.01984812,-117.9511804
63092,,LA County Library - La Verne Library,3640 D St,,La Verne,CA,https://lacountylibrary.org/la-verne-library/,91750,http://egis3.lacounty.gov/lms/?p=70525,34.11141321,-117.7644724
63094,,LA County Library - Lake Los Angeles Library,16921 E Ave O,#A,Palmdale,CA,https://lacountylibrary.org/lake-los-angeles-library/,93591,http://egis3.lacounty.gov/lms/?p=70526,34.61680614,-117.82802636
63096,,LA County Library - Lancaster Library,601 W Lancaster Blvd,,Lancaster,CA,https://lacountylibrary.org/lancaster-library/,93534,http://egis3.lacounty.gov/lms/?p=70527,34.69813096,-118.1395217
63099,,LA County Library - Lawndale Library,14615 Burin Ave,,Lawndale,CA,https://lacountylibrary.org/lawndale-library/,90260,http://egis3.lacounty.gov/lms/?p=70529,33.8988761,-118.3538797
63102,,LA County Library - Leland R. Weaver Library,4035 Tweedy Blvd,,South Gate,CA,https://lacountylibrary.org/leland-r-weaver-library/,90280,http://egis3.lacounty.gov/lms/?p=70530,33.94409768,-118.2014181
63104,,LA County Library - Lennox Library,4359 Lennox Blvd.,,Lennox,CA,https://lacountylibrary.org/lennox-library/,90304,http://egis3.lacounty.gov/lms/?p=70531,33.9373591,-118.3589479
63106,,LA County Library - Littlerock Library,35119 80Th St E,,Littlerock,CA,https://lacountylibrary.org/littlerock-library/,93543,http://egis3.lacounty.gov/lms/?p=70532,34.51996655,-117.988263
63108,,LA County Library - Live Oak Library,4153 E Live Oak Ave,,Arcadia,CA,https://lacountylibrary.org/live-oak-library/,91006,http://egis3.lacounty.gov/lms/?p=70533,34.10991987,-118.0130703
63111,,LA County Library - Lloyd Taber-Marina Del Rey Library,4533 Admiralty Way,,Marina Del Rey,CA,https://lacountylibrary.org/lloyd-taber-marina-del-rey-library/,90292,http://egis3.lacounty.gov/lms/?p=70534,33.98288708,-118.44312795
63116,,LA County Library - Lomita Library,24200 Narbonne Ave,,Lomita,CA,https://lacountylibrary.org/lomita-library/,90717,http://egis3.lacounty.gov/lms/?p=70535,33.80532445,-118.31914319
63120,,LA County Library - Los Nietos Library,11644 Slauson Ave,,Whittier,CA,https://lacountylibrary.org/los-nietos/,90606,http://egis3.lacounty.gov/lms/?p=70536,33.96461386,-118.0676051
63123,,LA County Library - Lynwood Library,11320 Bullis Rd,,Lynwood,CA,https://lacountylibrary.org/lynwood-library/,90262,http://egis3.lacounty.gov/lms/?p=70537,33.92649208,-118.19972
63125,,LA County Library - Malibu Library,23519 Civic Center Way,,Malibu,CA,https://lacountylibrary.org/malibu-library/,90265,http://egis3.lacounty.gov/lms/?p=70538,34.03584608,-118.6910726
63128,County of Los Angeles Public Library,LA County Library - Manhattan Beach Library,1320 Highland Ave,,Manhattan Beach,CA,https://lacountylibrary.org/manhattan-beach-library/,90266,http://egis3.lacounty.gov/lms/?p=70539,33.88681591,-118.4104448
63132,,LA County Library - A C Bilbrew Library,150 E El  Segundo Blvd,,Los Angeles,CA,https://lacountylibrary.org/a-c-bilbrew-library/,90061,http://egis3.lacounty.gov/lms/?p=70540,33.91622871,-118.2720748
63135,,LA County Library - Masao W. Satow Library,14433 Crenshaw Blvd,,Gardena,CA,https://lacountylibrary.org/masao-w-satow-library/,90249,http://egis3.lacounty.gov/lms/?p=70541,33.8999571,-118.3267556
63137,,LA County Library - Maywood Cesar Chavez Library,4323 Slauson Ave,,Maywood,CA,https://lacountylibrary.org/maywood-cesar-chavez-library/,90270,http://egis3.lacounty.gov/lms/?p=70542,33.98757007,-118.189114
63139,,LA County Library - Montebello Library,1550 W Beverly Blvd,,Montebello,CA,https://lacountylibrary.org/montebello-library/,90640,http://egis3.lacounty.gov/lms/?p=70543,34.02064288,-118.1155148
63142,,LA County Library - Norwalk Library,12350 Imperial Hwy,,Norwalk,CA,https://lacountylibrary.org/norwalk-library/,90650,http://egis3.lacounty.gov/lms/?p=70544,33.91667349,-118.06935786
63146,,LA County Library - Norwood Library,4550 Peck Rd,,El Monte,CA,https://lacountylibrary.org/norwood-library/,91732,http://egis3.lacounty.gov/lms/?p=70545,34.0868357,-118.015702
63149,,LA County Library - Paramount Library,16254 Colorado Ave,,Paramount,CA,https://lacountylibrary.org/paramount-library/,90723,http://egis3.lacounty.gov/lms/?p=70546,33.88580528,-118.1610183
63153,,LA County Library - Pico Rivera Library,9001 Mines Ave.,,Pico Rivera,CA,https://lacountylibrary.org/pico-rivera-library/,90660,http://egis3.lacounty.gov/lms/?p=70547,34.00793998,-118.0727682
63156,,LA County Library - Quartz Hill Library,42018 50Th St W,,Quartz Hill,CA,https://lacountylibrary.org/quartz-hill-library/,93536,http://egis3.lacounty.gov/lms/?p=70548,34.64620276,-118.2181861
63158,,LA County Library - Rivera Library,7828 Serapis Ave,,Pico Rivera,CA,https://lacountylibrary.org/rivera-library/,90660,http://egis3.lacounty.gov/lms/?p=70549,33.96892136,-118.1008088
63161,,LA County Library - Rosemead Library,8800 Valley Blvd,,Rosemead,CA,https://lacountylibrary.org/rosemead-library/,91770,http://egis3.lacounty.gov/lms/?p=70550,34.08006687,-118.0770629
63164,,LA County Library - Rowland Heights Library,1850 Nogales St,,Rowland Heights,CA,https://lacountylibrary.org/rowland-heights-library/,91748,http://egis3.lacounty.gov/lms/?p=70551,33.98444439,-117.8887787
63167,,LA County Library - San Dimas Library,145 N Walnut Ave,,San Dimas,CA,https://lacountylibrary.org/san-dimas-library/,91773,http://egis3.lacounty.gov/lms/?p=70552,34.10816916,-117.8029194
63170,,LA County Library - San Fernando Library,217 N Maclay Ave,,San Fernando,CA,https://lacountylibrary.org/san-fernando-library/,91340,http://egis3.lacounty.gov/lms/?p=70553,34.28553498,-118.4387635
63173,,LA County Library - San Gabriel Library,500 S Del  Mar Ave,,San Gabriel,CA,https://lacountylibrary.org/san-gabriel-library/,91776,http://egis3.lacounty.gov/lms/?p=70554,34.09559052,-118.0992884
63176,,LA County Library - Sorensen Library,6934 Broadway Ave,,Whittier,CA,https://lacountylibrary.org/sorensen-library/,90606,http://egis3.lacounty.gov/lms/?p=70556,33.98008091,-118.0622297
63179,,LA County Library - South El Monte Library,1430 Central Ave,,South El Monte,CA,https://lacountylibrary.org/south-el-monte-library/,91733,http://egis3.lacounty.gov/lms/?p=70557,34.04486351,-118.0466925
63182,,LA County Library - South Whittier Library,14433 Leffingwell Rd,,Whittier,CA,https://lacountylibrary.org/south-whittier-library/,90604,http://egis3.lacounty.gov/lms/?p=70558,33.92429993,-118.02453446
63187,,LA County Library - Sunkist Library,840 N Puente Ave,,La Puente,CA,https://lacountylibrary.org/sunkist-library/,91746,http://egis3.lacounty.gov/lms/?p=70559,34.05511701,-117.9768007
63189,,LA County Library - Temple City Library,5939 Golden West Ave,,Temple City,CA,https://lacountylibrary.org/temple-city-library/,91780,http://egis3.lacounty.gov/lms/?p=70560,34.10799728,-118.0567684
63193,,LA County Library - View Park Bebe Moore Campbell Library,3854 W 54Th St,,Los Angeles,CA,https://lacountylibrary.org/view-park-library/,90043,http://egis3.lacounty.gov/lms/?p=70562,33.99287456,-118.3411138
63195,,LA County Library - Walnut Library,21155 La  Puente Rd,,Walnut,CA,https://lacountylibrary.org/walnut-library/,91789,http://egis3.lacounty.gov/lms/?p=70563,34.02607206,-117.8434212
63198,,LA County Library - West Covina Library,1601 W West Covina Pkwy,,West Covina,CA,https://lacountylibrary.org/west-covina-library/,91790,http://egis3.lacounty.gov/lms/?p=70564,34.07065209,-117.9405395
63200,,LA County Library - West Hollywood Library,625 N San Vicente Blvd,,West Hollywood,CA,https://lacountylibrary.org/west-hollywood-library/,90069,http://egis3.lacounty.gov/lms/?p=70565,34.08167268,-118.3833763
63202,,LA County Library - Westlake Village Library,31220 Oak Crest Dr,,Westlake Village,CA,https://lacountylibrary.org/westlake-village-library/,91361,http://egis3.lacounty.gov/lms/?p=70566,34.14447547,-118.79909945
63206,,LA County Library - Willowbrook Library,11838 Wilmington Ave,,Los Angeles,CA,https://lacountylibrary.org/willowbrook-library/,90059,http://egis3.lacounty.gov/lms/?p=70567,33.92543171,-118.2389937
63208,,LA County Library - Wiseburn Library,5335 135Th St,,Hawthorne,CA,https://lacountylibrary.org/wiseburn-library/,90250,http://egis3.lacounty.gov/lms/?p=70568,33.90953271,-118.3731566
63210,,LA County Library - Woodcrest Library,1340 W 106Th St,,Los Angeles,CA,https://lacountylibrary.org/woodcrest-library/,90044,http://egis3.lacounty.gov/lms/?p=70569,33.9398568,-118.2995801
64461,,Southeast Community Development Corporation,6423 Florence Pl,Suite 103,Bell Gardens,CA,www.scdcorp.org/,90201,http://egis3.lacounty.gov/lms/?p=71182,33.96657756,-118.1499642
64597,,Diskovery Center,353 E 1St St,,Los Angeles,CA,diskovery.ltsc.org/,90012,http://egis3.lacounty.gov/lms/?p=71258,34.04959376,-118.2394994
64605,,Los Angeles Computer Access Network,200 N Main St,Rm. 1400,Los Angeles,CA,recovery.lacity.org/index.htm,90012,http://egis3.lacounty.gov/lms/?p=71262,34.05326426,-118.2421878
64882,,City Of Santa Clarita - Canyon Country Jo Anne Darcy Library,18601 Soledad Canyon Rd,,Santa Clarita,CA,www.santaclaritalibrary.com,91351,http://egis3.lacounty.gov/lms/?p=71448,34.41648101,-118.45902418
64886,,City Of Santa Clarita - Old Town Newhall Library,22704 9Th St,,Newhall,CA,www.santaclaritalibrary.com,91321,http://egis3.lacounty.gov/lms/?p=71449,34.38169838,-118.53013736
64890,,City Of Santa Clarita - Valencia Library,23743 Valencia Blvd,,Santa Clarita,CA,www.santaclaritalibrary.com,91355,http://egis3.lacounty.gov/lms/?p=71450,34.41554226,-118.55093812
64915,,LA County Library - Stevenson Ranch Library,25950 The Old Rd,,Stevenson Ranch,CA,https://lacountylibrary.org/stevenson-ranch-library/,91381,http://egis3.lacounty.gov/lms/?p=71456,34.38951624,-118.5940011
65026,LA City Department Recreation and Parks,Griffith Park Adult Community Center,3203 Riverside Dr,,Los Angeles,CA,www.laparks.org/dos/senior/senior.htm,90027,http://egis3.lacounty.gov/lms/?p=71550,34.11434309,-118.2693318
65030,LA City Department Recreation and Parks,Yucca Community Center,6671 Yucca St,,Los Angeles,CA,www.laparks.org/dos.htm,90028,http://egis3.lacounty.gov/lms/?p=71552,34.10332606,-118.3354919
65035,LA City Department Recreation and Parks,Mar Vista Gardens Recreation Center,4901 Marionwood Dr,,Culver City,CA,www.laparks.org/dos.htm,90230,http://egis3.lacounty.gov/lms/?p=71554,33.99351117,-118.41092189
65314,,Los Angeles Public Library - Silverlake Branch,2411 Glendale Blvd,,Los Angeles,CA,www.lapl.org,90039,http://egis3.lacounty.gov/lms/?p=71665,34.10049358,-118.2594061
65677,,LA County Library - Topanga Library,122 N Topanga Canyon Blvd,,Topanga,CA,https://lacountylibrary.org/topanga-library/,90290,http://egis3.lacounty.gov/lms/?p=71876,34.09011865,-118.6040446
