OBJECTID,FID2,NUMBER,LATITUDE,LONGITUDE,SITEATS,CITY_SITE,FACING,AREA,ADVERTISER
928,4735,LA-4736,34.07231,-118.27451,EB  Temple  FS  Rampart -SE,L.A. East,West,CD-13,MOM L.A.
929,4743,LA-4744,34.07888,-118.2915,NB  Vermont  NS  101 Freeway -SE,L.A. South,West,CD-13,MOM L.A.
930,4760,LA-4761,34.10198,-118.29186,SB  Vermont  NS  Prospect-SW,L.A. Valley East,East,CD-13,MOM L.A.
931,4776,LA-4777,34.07614,-118.28671,NB  Virgil  NS  Silver Lake -SE,L.A. South,West,CD-13,MOM L.A.
932,4155,LA-4156,34.25734,-118.48513,EB  Devonshire  NS  Woodley -SW,L.A. Valley West,East,CD-12,MOM L.A.
933,4159,LA-4160,34.25021,-118.50705,EB  Lassen  NS  Amestoy -SW,L.A. Valley West,East,CD-12,MOM L.A.
934,4169,LA-4170,34.24944,-118.52695,EB  Lassen  FS  Lindley -SE,L.A. Valley West,West,CD-12,MOM L.A.
935,4176,LA-4177,34.25006,-118.60198,WB  Lassen  FS  Owensmouth -NW,L.A. Valley West,North,CD-12,MOM L.A.
936,4179,LA-4180,34.25011,-118.53651,WB  Lassen  FS  Reseda -NW,L.A. Valley West,North,CD-12,MOM L.A.
937,4204,LA-4205,34.24967,-118.57991,SB  Mason  FS  Lassen -SW,L.A. Valley West,East,CD-12,MOM L.A.
938,4221,LA-4222,34.23559,-118.58906,WB  Nordhoff Wy  FS  De Soto -NW,L.A. Valley West,North,CD-12,MOM L.A.
939,4228,LA-4229,34.23558,-118.59433,WB  Nordhoff Wy  FS  Eton -NW,L.A. Valley West,North,CD-12,MOM L.A.
940,4249,LA-4250,34.23562,-118.55779,WB  Nordhoff Wy  NS  Shirley -NE,L.A. Valley West,South,CD-12,MOM L.A.
941,4267,LA-4268,34.23539,-118.5402,EB  Nordhoff Wy  FS  Yolanda -SE,L.A. Valley West,West,CD-12,MOM L.A.
942,4306,LA-4307,34.24269,-118.54936,EB  Plummer  NS  Vanalden -SW,L.A. Valley West,East,CD-12,MOM L.A.
943,4312,LA-4313,34.23914,-118.56986,EB  Prairie  NS  Penfield -SW,L.A. Valley West,East,CD-12,S & H Bail Bonds
944,4317,LA-4318,34.25353,-118.53622,SB  Reseda Blvd NS  Mayall -NW,L.A. Valley West,North,CD-12,MOM L.A.
945,4324,LA-4325,34.27938,-118.50165,WB  Rinaldi  NS  Balboa -NE,L.A. South,South,CD-12,MOM L.A.
946,4332,LA-4333,34.27909,-118.48872,EB  Rinaldi  FS  Gothic -SE,L.A. South,West,CD-12,Scott Green
947,4360,LA-4361,34.22149,-118.47619,WB  Roscoe  NS  Haskell -NE,L.A. Valley West,South,CD-12,Catalina Paints
948,4417,LA-4418,34.26913,-118.55503,NB  Tampa  NS  Nashville -SE,L.A. Valley West,West,CD-12,Danny Ross
949,4428,LA-4429,34.24237,-118.55369,SB  Tampa  FS  Plummer -SW,L.A. Valley West,East,CD-12,MOM L.A.
950,4442,LA-4443,34.19382,-118.51443,WB  Vanowen  NS  Encino -SW,L.A. Valley West,East,CD-12,Catalina Paints
951,4449,LA-4450,34.18654,-118.51434,EB  Victory  NS  Encino -SW,L.A. Valley West,East,CD-12,MOM L.A.
952,4453,LA-4454,34.17189,-118.51845,NB  White Oak  NS  Burbank -SE,L.A. Valley West,West,CD-12,Peter Green
953,4461,LA-4462,34.20823,-118.51854,NB  White Oak  NS  Saticoy -SE,L.A. Valley West,West,CD-12,MOM L.A.
954,4466,LA-4467,34.20075,-118.51871,SB  White Oak  FS  Sherman Way -SW,L.A. Valley West,East,CD-12,MOM L.A.
955,4500,LA-4501,34.27165,-118.48463,NB  Woodley  NS  San Fern Mssn -SE,L.A. South,West,CD-12,ReMAX:OLSON
956,4506,LA-4507,34.26828,-118.4849,SB  Woodley  FS  Tulsa -SW,L.A. South,East,CD-12,Bill Barkley
957,4524,LA-4525,34.06181,-118.26986,WB  3rd St NS  Bonnie Brae -NE,L.A. Valley East,South,CD-12,MOM L.A.
958,4526,LA-4527,34.0691,-118.30008,WB  3rd St NS  Normandie -NE,L.A. South,South,CD-12,MOM L.A.
959,4542,LA-4543,34.07067,-118.26782,SB  Alvarado  NS  Temple -NW,L.A. East,North,CD-12,MOM L.A.
960,4577,LA-4578,34.09537,-118.2948,EB  Fountain  NS  Berendo -SW,L.A. South,East,CD-12,MOM L.A.
961,4583,LA-4584,34.11877,-118.25983,NB  Glendale Blvd FS  Atwater -SW,L.A. East,East,CD-12,MOM L.A.
962,4602,LA-4603,34.10515,-118.25959,NB  Glendale Blvd FS  Fletcher-NE,L.A. East,South,CD-13,MOM L.A.
963,4615,LA-4616,34.10165,-118.30883,WB Hollywood Bl  NS Western -NE,L.A. Valley East,South,CD-13,MOM L.A.
964,4636,LA-4637,34.09552,-118.30065,SB  Normandie  NS  Fountain -NW,L.A. South,North,CD-13,Community Choice
965,4645,LA-4646,34.09382,-118.24101,SB  Riverside  NS  Eads -NW,L.A. East,North,CD-13,"Red Lilly Plumbing, Inc."
966,4650,LA-4651,34.11507,-118.24619,SB  San Fernando  NS  Fletcher -NW,L.A. East,North,CD-13,MOM L.A.
967,4658,LA-4659,34.09071,-118.30479,EB  Santa Monica NS Hobart-SW,L.A. South,East,CD-13,MOM L.A.
968,4686,LA-4687,34.09809,-118.33515,WB  Sunset  NS  Cherokee -NE,L.A. Central,South,CD-13,MOM L.A.
969,4706,LA-4707,34.09797,-118.30296,EB  Sunset  FS  Kingsley -SE,L.A. Valley East,West,CD-13,MOM L.A.
970,4758,LA-4759,34.08595,-118.29181,SB  Vermont  NS  Monroe -NW,L.A. South,North,CD-13,MOM L.A.
971,4770,LA-4771,34.09411,-118.32659,NB  Vine  NS  Fountain -SE,L.A. Central,West,CD-13,MOM L.A.
972,4780,LA-4781,34.07661,-118.28688,SB  Virgil  FS  Temple -SW,L.A. South,East,CD-13,MOM L.A.
973,4798,LA-4799,34.1215,-118.20734,EB York NS Ave 50-SW,L.A. East,East,CD-13,MOM L.A.
974,4827,LA-4828,34.03951,-118.25271,WB  8th St   NS  Santee -NE,L.A. East,South,CD-13,MOM L.A.
975,4833,LA-4834,34.05644,-118.23744,NB  Alameda  NS  Los Angeles -SE,L.A. East,West,CD-13,Apollo
976,4851,LA-4852,34.05121,-118.21761,EB  Cesar Chavez  FS  Boyle -SE,L.A. East,West,CD-13,MOM L.A.
977,4861,LA-4862,34.05658,-118.23324,WB  Cesar Chavez  FS  Vignes -NW,L.A. East,North,CD-13,MOM L.A.
978,4867,LA-4868,34.14279,-118.22453,EB  Colorado  FS  Broadway -SE,L.A. East,West,CD-13,MOM L.A.
979,4892,LA-4893,34.13166,-118.21918,SB  Eagle Rock  NS  Ave. 45 -NW,L.A. East,North,CD-14,MOM L.A.
980,4895,LA-4896,34.13624,-118.22442,SB  Eagle Rock  NS  El Paso -NW,L.A. East,North,CD-14,MOM L.A.
981,4906,LA-4907,34.06374,-118.20596,SB  Eastlake  FS  Alcazar -SW,L.A. East,East,CD-14,MOM L.A.
982,4907,LA-4908,34.03077,-118.20736,NB  Euclid  FS  Whittier -NE,L.A. East,South,CD-14,MOM L.A.
983,4926,LA-4927,34.0589,-118.21264,SB  Marengo  NS  Lord -NW,L.A. East,North,CD-14,Attorney Law
984,4935,LA-4936,34.05925,-118.21441,WB  Mission  FS  Marengo -NW,L.A. East,North,CD-14,Attorney Law
985,4131,LA-4132,34.25718,-118.55325,EB  Devonshire  FS  Tampa -SE,L.A. Valley West,West,CD-12,Danny Ross
986,4157,LA-4158,34.25729,-118.52296,EB  Devonshire  FS  Zelzah -SE,L.A. Valley West,West,CD-12,MOM L.A.
987,4215,LA-4216,34.23569,-118.50216,EB  Nordhoff Wy  FS  Balboa -SE,L.A. Valley West,West,CD-12,Steve Kleeman
988,4216,LA-4217,34.23556,-118.59728,WB  Nordhoff Wy  NS  Canoga -NE,L.A. Valley West,South,CD-12,MOM L.A.
989,4238,LA-4239,34.2317,-118.58003,EB  Nordhoff Wy  NS  Mason -SW,L.A. Valley West,East,CD-12,MOM L.A.
990,4241,LA-4242,34.23174,-118.5669,EB  Nordhoff Wy  NS  Oakdale -SW,L.A. Valley West,East,CD-12,MOM L.A.
991,4254,LA-4255,34.23536,-118.60359,EB  Nordhoff Wy  FS  Topanga Canyon -SE,L.A. Valley West,West,CD-12,MOM L.A.
992,4285,LA-4286,34.24316,-118.51096,WB  Plummer  NS  Louise -NE,L.A. Valley West,South,CD-12,MOM L.A.
993,4308,LA-4309,34.24323,-118.52019,WB  Plummer  FS  White Oak -NW,L.A. Valley West,North,CD-12,MOM L.A.
994,4323,LA-4324,34.27939,-118.50797,WB  Rinaldi  NS  Babbitt -NE,L.A. South,South,CD-12,John Mazziotta
995,4361,LA-4362,34.22149,-118.47619,WB  Roscoe  NS  Haskell -NE,L.A. Valley West,South,CD-12,Catalina Paints
996,4380,LA-4381,34.22033,-118.57137,WB  Roscoe  FS  Winnetka -NW,L.A. Valley West,North,CD-12,Catalina Paints
997,4387,LA-4388,34.20851,-118.51022,WB  Saticoy  FS  Louise -NW,L.A. Valley West,North,CD-12,MOM L.A.
998,4391,LA-4392,34.20851,-118.51803,WB  Saticoy  NS  White Oak -NE,L.A. Valley West,South,CD-12,MOM L.A.
999,4394,LA-4395,34.20103,-118.5183,EB  Sherman Way  FS  White Oak -SE,L.A. Valley West,West,CD-12,MOM L.A.
1000,4416,LA-4417,34.2535,-118.5537,SB  Tampa  FS  Mayall -SW,L.A. Valley West,East,CD-12,Bob Siegmeth
1001,4423,LA-4424,34.22859,-118.55368,SB  Tampa  NS  Parthenia -NW,L.A. Valley West,North,CD-12,MOM L.A.
1002,4424,LA-4425,34.22859,-118.55368,SB  Tampa  NS  Parthenia -NW,L.A. Valley West,North,CD-12,MOM L.A.
1003,4425,LA-4426,34.22859,-118.55344,NB  Tampa  FS  Parthenia -NE,L.A. Valley West,South,CD-12,Mohammed Hamza
1004,4450,LA-4451,34.18654,-118.51434,EB  Victory  NS  Encino -SW,L.A. Valley West,East,CD-12,Peter Green
1005,4451,LA-4452,34.18652,-118.51008,EB  Victory  NS  Louise -SW,L.A. Valley West,East,CD-12,MOM L.A.
1006,4460,LA-4461,34.18997,-118.51864,SB  White Oak  FS  Kittridge -SW,L.A. Valley West,East,CD-12,MOM L.A.
1007,4463,LA-4464,34.20864,-118.5187,SB  White Oak  NS  Saticoy -NW,L.A. Valley West,North,CD-12,MOM L.A.
1008,4468,LA-4469,34.19355,-118.51846,NB  White Oak  NS  Vanowen -SE,L.A. Valley West,West,CD-12,MOM L.A.
1009,4472,LA-4473,34.18614,-118.51836,NB  White Oak  NS  Victory -SE,L.A. Valley West,West,CD-12,Catalina Paints
1010,4480,LA-4481,34.26489,-118.48468,NB  Woodley  FS  Chatsworth -NE,L.A. South,South,CD-12,MOM L.A.
1011,4496,LA-4497,34.24266,-118.48489,NB  Woodley  NS  Plummer -SE,L.A. Valley West,West,CD-12,Mike Galieote
1012,4518,LA-4519,34.23872,-118.52334,SB  Zelzah  FS  Prairie -SW,L.A. Valley West,East,CD-12,MOM L.A.
1013,4523,LA-4524,34.26108,-118.52323,NB  Zelzah  NS  San Jose -SE,L.A. South,West,CD-12,MOM L.A.
1014,4529,LA-4530,34.06917,-118.29125,WB 3rd St NS Vermont-NE,L.A. South,South,CD-12,MOM L.A.
1015,4563,LA-4564,34.12493,-118.26543,NB  Brunswick  NS  Los Feliz -SW,L.A. East,East,CD-12,MOM L.A.
1016,4576,LA-4577,34.1047,-118.25857,SB  Fletcher  NS  Silver Lake -SE,L.A. East,West,CD-12,David Robles
1017,4609,LA-4610,34.10166,-118.30072,EB  Hollywood Bl  NS  Normandie -SW,L.A. Valley East,East,CD-13,Amir Sole
1018,4631,LA-4632,34.08353,-118.31927,WB  Melrose  NS  Windsor -NE,L.A. South,South,CD-13,MOM L.A.
1019,4681,LA-4682,34.09818,-118.31781,WB  Sunset  NS  Bronson Ave-NE,L.A. Central,South,CD-13,MOM L.A.
1020,4708,LA-4709,34.08964,-118.27672,WB  Sunset  NS  Maltman -SE,L.A. East,West,CD-13,MOM L.A.
1021,4712,LA-4713,34.09825,-118.30037,WB  Sunset  NS  Normandie -NE,L.A. Valley East,South,CD-13,MOM L.A.
1022,4750,LA-4751,34.0952,-118.29161,NB  Vermont  NS  Fountain -SE,L.A. South,West,CD-13,MOM L.A.
1023,4773,LA-4774,34.09777,-118.32675,SB  Vine  FS  Sunset -SW,L.A. Central,East,CD-13,MOM L.A.
1024,4774,LA-4775,34.08379,-118.28677,NB  Virgil  FS  Melrose -NE,L.A. South,South,CD-13,MOM L.A.
1025,4805,LA-4806,34.04043,-118.20239,EB  1st  St NS  Evergreen -SW,L.A. Valley East,East,CD-13,MOM L.A.
1026,4806,LA-4807,34.04043,-118.20239,EB  1st  St NS  Evergreen -SW,L.A. Valley East,East,CD-13,MOM L.A.
1027,4821,LA-4822,34.03821,-118.23302,EB  6th St NS  Mateo -SW,L.A. East,East,CD-13,213 LOFT Co.
1028,4844,LA-4845,34.03234,-118.24411,SB  Central  NS  Olympic Blvd-NW,L.A. East,North,CD-13,MOM L.A.
1029,4847,LA-4848,34.05799,-118.23645,WB  Cesar Chavez  NS  Alameda -NE,L.A. East,South,CD-13,MOM L.A.
1030,4858,LA-4859,34.05011,-118.21512,WB  Cesar Chavez  FS  State -NW,L.A. East,North,CD-13,MOM L.A.
1031,4137,LA-4138,34.25715,-118.54887,EB  Devonshire  FS  Vanalden -SE,L.A. Valley West,West,CD-12,Daniella Parra
1032,4160,LA-4161,34.25015,-118.50266,EB  Lassen  NS  Balboa -SW,L.A. Valley West,East,CD-12,ReMAX:OLSON
1033,4165,LA-4166,34.25028,-118.51577,EB  Lassen  NS  Encino -SW,L.A. Valley West,East,CD-12,Collin Hicks
1034,4173,LA-4174,34.24992,-118.58442,EB  Lassen  NS  Lurline -SW,L.A. Valley West,East,CD-12,MOM L.A.
1035,4197,LA-4198,34.26423,-118.57995,SB  Mason  FS  Chatsworth -SW,L.A. Valley West,East,CD-12,ReMAX:OLSON
1036,4209,LA-4210,34.26791,-118.57991,SB  Mason  FS  Tulsa -SW,L.A. Valley West,East,CD-12,ReMAX:OLSON
1037,4213,LA-4214,34.23586,-118.50921,WB  Nordhoff Wy  FS  Balboa -NW,L.A. Valley West,North,CD-12,Mike Galieote
1038,4220,LA-4221,34.23206,-118.56264,WB  Nordhoff Wy  FS  Corbin -NW,L.A. Valley West,North,CD-12,MOM L.A.
1039,4239,LA-4240,34.23196,-118.58014,WB  Nordhoff Wy  FS  Mason -NW,L.A. Valley West,North,CD-12,MOM L.A.
1040,4244,LA-4245,34.23564,-118.49842,EB  Nordhoff Wy  NS  Petit -SW,L.A. Valley West,East,CD-12,Danny Ross
1041,4263,LA-4264,34.23198,-118.5715,WB  Nordhoff Wy  FS  Winnetka -NW,L.A. Valley West,North,CD-12,MOM L.A.
1042,4269,LA-4270,34.23553,-118.52349,EB  Nordhoff Wy  NS  Zelzah -SW,L.A. Valley West,East,CD-12,ReMAX:OLSON
1043,4277,LA-4278,34.24312,-118.50285,WB  Plummer  FS  Balboa -NW,L.A. Valley West,North,CD-12,Randy Disimone
1044,4281,LA-4282,34.24294,-118.48045,EB  Plummer  FS  Gloria -NE,L.A. Valley West,South,CD-12,Mike Galieote
1045,4293,LA-4294,34.24284,-118.60242,WB  Plummer  FS  Owensmouth -NW,L.A. Valley West,North,CD-12,MOM L.A.
1046,4335,LA-4336,34.27911,-118.49368,EB  Rinaldi  NS  Hayvenhurst -SW,L.A. South,East,CD-12,MOM L.A.
1047,4349,LA-4350,34.27925,-118.48499,WB  Rinaldi  FS  Woodley -NW,L.A. South,North,CD-12,Richard Stern
1048,4366,LA-4367,34.22017,-118.58007,WB  Roscoe  FS  Mason -NW,L.A. Valley West,North,CD-12,MOM L.A.
1049,4421,LA-4422,34.23585,-118.55341,NB  Tampa  FS  Nordhoff -NE,L.A. Valley West,South,CD-12,Joe Russo
1050,4481,LA-4482,34.2644,-118.48493,SB  Woodley  FS  Chatsworth -SW,L.A. South,East,CD-12,MOM L.A.
1051,4484,LA-4485,34.25778,-118.48501,SB  Woodley  NS  Devonshire -NW,L.A. South,North,CD-12,New Star Active Wear
1052,4492,LA-4493,34.23534,-118.48496,NB  Woodley  NS  Nordhoff -SE,L.A. Valley West,West,CD-12,MOM L.A.
1053,4493,LA-4494,34.23534,-118.48496,NB  Woodley  NS  Nordhoff -SE,L.A. Valley West,West,CD-12,MOM L.A.
1054,4515,LA-4516,34.24291,-118.52315,NB  Zelzah  NS  Plummer -SE,L.A. Valley West,West,CD-12,MOM L.A.
1055,4546,LA-4547,34.10385,-118.32511,NB  Argyle  FS  Yucca -NE,L.A. Central,South,CD-12,MOM L.A.
1056,4551,LA-4552,34.07275,-118.28448,EB  Beverly Dr  NS  Hoover -SW,L.A. South,East,CD-12,MOM L.A.
1057,4554,LA-4555,34.07639,-118.30276,WB  Beverly Dr  NS  Kingsley -NE,L.A. South,South,CD-12,MOM L.A.
1058,4564,LA-4565,34.12481,-118.26555,SB  Brunswick  FS  Los Feliz -SE,L.A. East,West,CD-12,MOM L.A.
1059,4582,LA-4583,34.09487,-118.30887,EB  Fountain  FS  Western -SE,L.A. South,West,CD-12,MOM L.A.
1060,4587,LA-4588,34.10302,-118.25911,NB  Glendale Blvd NS  Fletcher -SE,L.A. East,West,CD-12,MOM L.A.
1061,4605,LA-4606,34.10165,-118.30458,EB  Hollywood Bl  NS  Harvard -SW,L.A. Valley East,East,CD-13,MOM L.A.
1062,4611,LA-4612,34.10184,-118.30086,WB  Hollywood Bl  FS  Normandie -NW,L.A. Valley East,North,CD-13,MOM L.A.
1063,4616,LA-4617,34.10166,-118.31395,EB  Hollywood Bl  NS  Wilton Pl. -SW,L.A. Central,East,CD-13,MOM L.A.
1064,4625,LA-4626,34.08349,-118.29551,EB  Melrose  NS  Heliotrope -SW,L.A. South,East,CD-13,MOM L.A.
1065,4633,LA-4634,34.07616,-118.30037,NB  Normandie  NS  Beverly -SE,L.A. South,West,CD-13,MOM L.A.
1066,4687,LA-4688,34.07948,-118.26878,WB  Sunset  NS  Coronado -NE,L.A. East,South,CD-13,MOM L.A.
1067,4692,LA-4693,34.09817,-118.31952,WB  Sunset  NS  Gordon -NE,L.A. Central,South,CD-13,MOM L.A.
1068,4694,LA-4695,34.09796,-118.32031,EB  Sunset  NS  Gordon -SW,L.A. Central,East,CD-13,MOM L.A.
1069,4702,LA-4703,34.09795,-118.32896,EB  Sunset  NS  Ivar -SW,L.A. Central,East,CD-13,MOM L.A.
1070,4709,LA-4710,34.0898,-118.27714,EB  Sunset  NS  Maltman -SW,L.A. East,East,CD-13,MOM L.A.
1071,4716,LA-4717,34.07803,-118.26605,WB  Sunset  FS  Rosemont -NW,L.A. East,North,CD-13,MOM L.A.
1072,4739,LA-4740,34.0689,-118.2635,WB  Temple  FS  Union -NW,L.A. East,North,CD-13,MOM L.A.
1073,4762,LA-4763,34.07913,-118.29175,SB  Vermont  NS  Rosewood -NW,L.A. South,North,CD-13,MOM L.A.
1074,4784,LA-4785,34.10134,-118.30931,SB  Western Ave FS  Hollywood -SW,L.A. Valley East,East,CD-13,MOM L.A.
1075,4786,LA-4787,34.0937,-118.30909,NB  Western Ave NS  La Mirada -SE,L.A. South,West,CD-13,MOM L.A.
1076,4791,LA-4792,34.09106,-118.30918,NB  Western Ave FS  Santa Monica -NE,L.A. Central,South,CD-13,MOM L.A.
1077,4127,LA-4128,34.25738,-118.53667,WB  Devonshire  FS  Reseda -NW,L.A. Valley West,North,CD-12,Marc Salzman
1078,4138,LA-4139,34.25715,-118.54887,EB  Devonshire  FS  Vanalden -SE,L.A. Valley West,West,CD-12,ReMAX:OLSON
1079,4156,LA-4157,34.25734,-118.48513,EB  Devonshire  NS  Woodley -SW,L.A. Valley West,East,CD-12,MOM L.A.
1080,4191,LA-4192,34.25052,-118.52366,WB  Lassen  FS  Zelzah -NW,L.A. Valley West,North,CD-12,MOM L.A.
1081,4201,LA-4202,34.25698,-118.57971,NB  Mason  NS  Devonshire -SE,L.A. Valley West,West,CD-12,ReMAX:OLSON
1082,4206,LA-4207,34.2607,-118.57992,SB  Mason  FS  San Jose -SW,L.A. Valley West,East,CD-12,ReMAX:OLSON
1083,4236,LA-4237,34.23541,-118.5844,EB  Nordhoff Wy  NS  Lurline -SW,L.A. Valley West,East,CD-12,MOM L.A.
1084,4252,LA-4253,34.23562,-118.55399,WB  Nordhoff Wy  FS  Tampa -NW,L.A. Valley West,North,CD-12,Carol Haaz
1085,4290,LA-4291,34.24269,-118.56659,EB  Plummer  FS  Oakdale -SE,L.A. Valley West,West,CD-12,MOM L.A.
1086,4292,LA-4293,34.24265,-118.60237,EB  Plummer  NS  Owensmouth -SW,L.A. Valley West,East,CD-12,MOM L.A.
1087,4294,LA-4295,34.24284,-118.60242,WB  Plummer  FS  Owensmouth -NW,L.A. Valley West,North,CD-12,MOM L.A.
1088,4300,LA-4301,34.24283,-118.55765,WB  Plummer  NS  Shirley -NE,L.A. Valley West,South,CD-12,Neil Sammons
1089,4325,LA-4326,34.2747,-118.56185,EB  Rinaldi  FS  Corbin -SE,L.A. Valley West,West,CD-12,David Proctor
1090,4351,LA-4352,34.22111,-118.50208,EB  Roscoe  FS  Balboa -SE,L.A. Valley West,West,CD-12,MOM L.A.
1091,4370,LA-4371,34.21955,-118.61947,WB  Roscoe  FS  Sale -NW,L.A. Valley West,North,CD-12,Jerry Gooze
1092,4396,LA-4397,34.2641,-118.5562,SB  Tampa  NS  Atlanta -NW,L.A. Valley West,North,CD-12,Danny Ross
1093,4399,LA-4400,34.23072,-118.55368,SB  Tampa  FS  Business Ctr -SW,L.A. Valley West,East,CD-12,Danny Ross
1094,4483,LA-4484,34.25778,-118.48501,SB  Woodley  NS  Devonshire -NW,L.A. South,North,CD-12,Catalina Paints
1095,4485,LA-4486,34.24983,-118.48505,SB  Woodley  FS  Lassen -SW,L.A. Valley West,East,CD-12,MOM L.A.
1096,4490,LA-4491,34.23584,-118.48521,SB  Woodley  NS  Nordhoff -NW,L.A. Valley West,North,CD-12,New Star Active Wear
1097,4491,LA-4492,34.23584,-118.48521,SB  Woodley  NS  Nordhoff -NW,L.A. Valley West,North,CD-12,MOM L.A.
1098,4520,LA-4521,34.23885,-118.52309,NB  Zelzah  NS  Prairie -SE,L.A. Valley West,West,CD-12,MOM L.A.
1099,4538,LA-4539,34.08046,-118.26165,NB  Alvarado  NS  Montana -SE,L.A. East,West,CD-12,MOM L.A.
1100,4594,LA-4595,34.12023,-118.25878,SB  Glendale Blvd NS  Revere -SW,L.A. East,East,CD-13,MOM L.A.
1101,4634,LA-4635,34.07647,-118.30052,SB  Normandie  NS  Beverly -NW,L.A. South,North,CD-13,MOM L.A.
1102,4641,LA-4642,34.09792,-118.30058,SB  Normandie  FS  Sunset -SW,L.A. Valley East,East,CD-13,MOM L.A.
1103,4659,LA-4660,34.09088,-118.30434,WB Santa Monica NS Hobart-NE,L.A. South,South,CD-13,MOM L.A.
1104,4676,LA-4677,34.09798,-118.29855,EB  Sunset  NS  Alexandria -SW,L.A. Valley East,East,CD-13,MOM L.A.
1105,4688,LA-4689,34.07951,-118.26882,WB  Sunset  NS  Coronado -NE,L.A. East,South,CD-13,MOM L.A.
1106,4728,LA-4729,34.09798,-118.31383,EB  Sunset  NS  Wilton Pl. -SW,L.A. Central,East,CD-13,MOM L.A.
1107,4730,LA-4731,34.09819,-118.31327,WB  Sunset  NS  Wilton Pl. -NE,L.A. Central,South,CD-13,MOM L.A.
1108,4737,LA-4738,34.07232,-118.27457,EB  Temple  FS  Rampart -SE,L.A. East,West,CD-13,MOM L.A.
1109,4748,LA-4749,34.08199,-118.2916,NB  Vermont  FS  Clinton -NE,L.A. South,South,CD-13,MOM L.A.
1110,4751,LA-4752,34.10101,-118.29187,SB  Vermont  FS  Hollywood -SW,L.A. Valley East,East,CD-13,MOM L.A.
1111,4777,LA-4778,34.09787,-118.28737,NB  Virgil  NS  Sunset -SE,L.A. Valley East,West,CD-13,MOM L.A.
1112,4815,LA-4816,34.03892,-118.20798,WB  4th St   NS  Mott -NE,L.A. East,South,CD-13,MOM L.A.
1113,4822,LA-4823,34.03679,-118.24118,WB  7th St NS  Central -NE,L.A. East,South,CD-13,MOM L.A.
1114,4823,LA-4824,34.03679,-118.24118,WB  7th St NS  Central -NE,L.A. East,South,CD-13,MOM L.A.
1115,4826,LA-4827,34.02147,-118.20446,WB  8th St   NS  Lorena -NE,L.A. East,South,CD-13,MOM L.A.
1116,4828,LA-4829,34.03951,-118.25271,EB  9th St NS  Maple -SW,L.A. East,East,CD-13,El Pollo Loco
1117,4872,LA-4873,34.13928,-118.21447,WB  Colorado  FS  Eagle Rock -NW,L.A. East,North,CD-14,MOM L.A.
1118,4886,LA-4887,34.14209,-118.22322,EB  Colorado  NS  Sierra vla-SW,L.A. East,East,CD-14,MOM L.A.
1119,4894,LA-4895,34.13912,-118.21416,SB  Eagle Rock  FS  Colorado -SW,L.A. East,East,CD-14,MOM L.A.
1120,4905,LA-4906,34.06374,-118.20596,SB  Eastlake  FS  Alcazar -SW,L.A. East,East,CD-14,MOM L.A.
1121,4914,LA-4915,34.13183,-118.18913,SB  Figueroa  FS  Buena Vista -SW,L.A. East,East,CD-14,MOM L.A.
1122,4915,LA-4916,34.13671,-118.18812,SB  Figueroa  FS  La Loma -SW,L.A. East,East,CD-14,MOM L.A.
1123,4931,LA-4932,34.05436,-118.22579,SB  Mission  NS  Cesar Chavez -NW,L.A. East,North,CD-14,MOM L.A.
1124,4974,LA-4975,34.05658,-118.23185,NB  Vignes  FS  Cesar Chavez -NE,L.A. East,South,CD-14,Angel Bails Bonds
1125,4980,LA-4981,34.02562,-118.19606,WB  Whittier  NS  Esperanza -NE,L.A. East,South,CD-14,MOM L.A.
1126,4146,LA-4147,34.25776,-118.51948,WB  Devonshire  NS  White Oak -NE,L.A. South,South,CD-12,Bernie Leibovitch
1127,4151,LA-4152,34.25717,-118.5707,EB  Devonshire  FS  Winnetka -SE,L.A. Valley West,West,CD-12,ReMAX:OLSON
1128,4161,LA-4162,34.25007,-118.59764,WB  Lassen  FS  Canoga -NW,L.A. Valley West,North,CD-12,MOM L.A.
1129,4171,LA-4172,34.2504,-118.51149,WB  Lassen  FS  Louise -NW,L.A. Valley West,North,CD-12,ReMAX:OLSON
1130,4205,LA-4206,34.25376,-118.57973,NB  Mason  FS  Mayall -NE,L.A. Valley West,South,CD-12,MOM L.A.
1131,4223,LA-4224,34.23573,-118.51526,EB  Nordhoff Wy  FS  Encino -SE,L.A. Valley West,West,CD-12,MOM L.A.
1132,4233,LA-4234,34.23536,-118.52693,EB  Nordhoff Wy  FS  Lindley -SE,L.A. Valley West,West,CD-12,Carl Torres
1133,4258,LA-4259,34.23559,-118.54443,WB  Nordhoff Wy  NS  Wilbur -NE,L.A. Valley West,South,CD-12,MOM L.A.
1134,4259,LA-4260,34.23559,-118.54443,WB  Nordhoff Wy  NS  Wilbur -NE,L.A. Valley West,South,CD-12,Neil Sammons
1135,4274,LA-4275,34.23894,-118.60182,NB  Owensmouth  NS  Prairie -SE,L.A. Valley West,West,CD-12,MOM L.A.
1136,4283,LA-4284,34.24305,-118.49413,WB  Plummer  FS  Hayvenhurst -NW,L.A. Valley West,North,CD-12,Mike Galieote
1137,4295,LA-4296,34.24306,-118.49843,WB  Plummer  FS  Petit -NW,L.A. Valley West,North,CD-12,MOM L.A.
1138,4379,LA-4380,34.22053,-118.54504,EB  Roscoe  NS  Wilbur -SW,L.A. Valley West,East,CD-12,MOM L.A.
